Mod:Item:MetaData, Localized Name
enderio:block_not_pasture_fused_quartz:1, Fused Quartz
enderio:block_not_pasture_fused_quartz:2, Fused Quartz
enderio:block_not_pasture_fused_quartz:3, Fused Quartz
enderio:block_not_pasture_fused_quartz:4, Fused Quartz
enderio:block_not_pasture_fused_quartz:5, Fused Quartz
enderio:block_not_pasture_fused_quartz:6, Fused Quartz
enderio:block_not_pasture_fused_quartz:7, Fused Quartz
enderio:block_not_pasture_fused_quartz:8, Fused Quartz
enderio:block_not_pasture_fused_quartz:9, Fused Quartz
enderio:block_not_pasture_fused_quartz:10, Fused Quartz
enderio:block_not_pasture_fused_quartz:11, Fused Quartz
enderio:block_not_pasture_fused_quartz:12, Fused Quartz
enderio:block_not_pasture_fused_quartz:13, Fused Quartz
enderio:block_not_pasture_fused_quartz:14, Fused Quartz
enderio:block_not_pasture_fused_quartz:15, Fused Quartz
enderio:block_not_pasture_fused_glass:0, Quite Clear Glass
enderio:block_not_pasture_fused_glass:1, Quite Clear Glass
enderio:block_not_pasture_fused_glass:2, Quite Clear Glass
enderio:block_not_pasture_fused_glass:3, Quite Clear Glass
enderio:block_not_pasture_fused_glass:4, Quite Clear Glass
enderio:block_not_pasture_fused_glass:5, Quite Clear Glass
enderio:block_not_pasture_fused_glass:6, Quite Clear Glass
enderio:block_not_pasture_fused_glass:7, Quite Clear Glass
enderio:block_not_pasture_fused_glass:8, Quite Clear Glass
enderio:block_not_pasture_fused_glass:9, Quite Clear Glass
enderio:block_not_pasture_fused_glass:10, Quite Clear Glass
enderio:block_not_pasture_fused_glass:11, Quite Clear Glass
enderio:block_not_pasture_fused_glass:12, Quite Clear Glass
enderio:block_not_pasture_fused_glass:13, Quite Clear Glass
enderio:block_not_pasture_fused_glass:14, Quite Clear Glass
enderio:block_not_pasture_fused_glass:15, Quite Clear Glass
enderio:block_not_pasture_enlightened_fused_quartz:0, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:1, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:2, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:3, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:4, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:5, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:6, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:7, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:8, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:9, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:10, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:11, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:12, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:13, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:14, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:15, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_glass:0, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:1, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:2, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:3, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:4, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:5, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:6, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:7, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:8, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:9, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:10, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:11, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:12, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:13, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:14, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:15, Enlightened Clear Glass
enderio:block_not_pasture_dark_fused_quartz:0, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:1, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:2, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:3, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:4, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:5, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:6, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:7, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:8, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:9, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:10, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:11, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:12, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:13, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:14, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:15, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_glass:0, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:1, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:2, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:3, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:4, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:5, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:6, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:7, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:8, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:9, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:10, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:11, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:12, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:13, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:14, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:15, Dark Clear Glass
enderio:item_soul_vial, Флакон для душ
enderio:block_detector_block:0, Блок детектор
enderio:block_detector_block_silent:0, Блок детектор (тихий)
enderio:item_dark_steel_helmet, Тёмный шлем
enderio:item_dark_steel_chestplate, Тёмная кираса
enderio:item_dark_steel_leggings, Тёмные поножи
enderio:item_dark_steel_boots, Тёмные ботинки
enderio:item_dark_steel_shield, Dark Shield
enderio:item_dark_steel_sword, Меч Края
enderio:item_dark_steel_pickaxe, Тёмная кирка
enderio:item_dark_steel_axe, Тёмный топор
enderio:item_dark_steel_bow, Тёмный лук
enderio:item_dark_steel_shears, Тёмные ножницы
enderio:item_dark_steel_treetap, Темный кран дерева
enderio:item_dark_steel_crook, Dark Crook
enderio:item_dark_steel_hand, Dark Backhoe
enderio:item_inventory_charger_simple, Простой заряжатель инвентаря
enderio:item_inventory_charger_basic, Основной заряжатель инвентаря
enderio:item_inventory_charger, Заряжатель инвентаря
enderio:item_inventory_charger_vibrant, Вибрирующий заряжатель инвентаря
enderio:item_end_steel_sword, Меч Края Mk2
enderio:item_end_steel_pickaxe, Кирка Края
enderio:item_end_steel_axe, Топор Края
enderio:item_end_steel_bow, Лук Края
enderio:item_end_steel_helmet, Шлем Края
enderio:item_end_steel_chestplate, Нагрудник Края
enderio:item_end_steel_leggings, Поножи Края
enderio:item_end_steel_boots, Ботинки Края
enderio:item_end_steel_shield, Ender Shield
enderio:item_staff_of_levity:0, Посох легкомыслия
enderio:item_staff_of_levity:0, Посох легкомыслия
enderio:item_dark_steel_upgrade:0, Blank Dark Steel Upgrade
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Micro Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Micro Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Mini Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Mini Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Pocket Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Pocket Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Рубашка пчеловода"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Рубашка пчеловода"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Обувь пчеловода"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Обувь пчеловода"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Шляпа пчеловода"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Шляпа пчеловода"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Брюки пчеловода"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Брюки пчеловода"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Carpeting"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Carpeting"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Depth"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Depth"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Direct"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Direct"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Надкрылья"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Надкрылья"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Усиление V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Планер"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Планер"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Откровение"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Откровение"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Вилка"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Вилка"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Прыжок"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Прыжок"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Прыжок II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Прыжок II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Прыжок III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Прыжок III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Глаз натуралиста"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Глаз натуралиста"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Ночное видение"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Ночное видение"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Padding"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Padding"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Simple Solar"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Simple Solar"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Солнце I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Солнце I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Солнце II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Солнце II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Солнце III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Солнце III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Звуколокатор"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Звуколокатор"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Скорость"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Скорость"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Скорость II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Скорость II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Скорость III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Скорость III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Ложка"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Ложка"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Step Assist"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Step Assist"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Ласты"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Ласты"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Одеяние Тауматурга"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Одеяние Тауматурга"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Ботинки Тауматурга"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Ботинки Тауматурга"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Поножи Тауматурга"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Поножи Тауматурга"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Путешествие"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Путешествие"
enderio:block_death_pouch, Death Urn
enderio:item_owl_egg, Яйцо совы
enderio:block_alloy_endergy:0, Crude Steel Block
enderio:block_alloy_endergy:1, Crystalline Alloy Block
enderio:block_alloy_endergy:2, Melodic Alloy Block
enderio:block_alloy_endergy:3, Stellar Alloy Block
enderio:block_alloy_endergy:4, Crystalline Pink Slime Block
enderio:block_alloy_endergy:5, Energetic Silver Block
enderio:block_alloy_endergy:6, Vivid Alloy Block
enderio:item_alloy_endergy_ingot:0, Crude Steel Ingot
enderio:item_alloy_endergy_ingot:1, Crystalline Alloy Ingot
enderio:item_alloy_endergy_ingot:2, Melodic Alloy Ingot
enderio:item_alloy_endergy_ingot:3, Stellar Alloy Ingot
enderio:item_alloy_endergy_ingot:4, Crystalline Pink Slime Ingot
enderio:item_alloy_endergy_ingot:5, Energetic Silver Ingot
enderio:item_alloy_endergy_ingot:6, Vivid Alloy Ingot
enderio:item_alloy_endergy_nugget:0, Crude Steel Nugget
enderio:item_alloy_endergy_nugget:1, Crystalline Alloy Nugget
enderio:item_alloy_endergy_nugget:2, Melodic Alloy Nugget
enderio:item_alloy_endergy_nugget:3, Stellar Alloy Nugget
enderio:item_alloy_endergy_nugget:4, Crystalline Pink Slime Nugget
enderio:item_alloy_endergy_nugget:5, Energetic Silver Nugget
enderio:item_alloy_endergy_nugget:6, Vivid Alloy Nugget
enderio:item_alloy_endergy_ball:0, Crude Steel Grinding Ball
enderio:item_alloy_endergy_ball:1, Crystalline Alloy Grinding Ball
enderio:item_alloy_endergy_ball:2, Melodic Alloy Grinding Ball
enderio:item_alloy_endergy_ball:3, Stellar Alloy Grinding Ball
enderio:item_alloy_endergy_ball:4, Crystalline Pink Slime Grinding Ball
enderio:item_alloy_endergy_ball:5, Energetic Silver Grinding Ball
enderio:item_alloy_endergy_ball:6, Vivid Alloy Grinding Ball
enderio:item_item_conduit:0, Предметная труба
enderio:item_liquid_conduit:0, Жидкостная труба
enderio:item_liquid_conduit:1, Жидкостная труба высокого давления
enderio:item_liquid_conduit:2, Жидкостная труба Края
enderio:item_power_conduit:0, Энергетическая труба
enderio:item_power_conduit:1, Улучшенная энергетическая труба
enderio:item_power_conduit:2, Энергетическая труба Края
enderio:item_redstone_conduit:0, Красная труба
enderio:item_extract_speed_upgrade:0, Улучшение скорости извлечения
enderio:item_extract_speed_downgrade:0, Понижение скорости извлечения
